0.000000000000000000e+00,1.713536894917587006e+03,3.330872558145129460e+03,7.387075864054138037e+03,5.392115460097007599e+03,6.004511803294592028e+03,6.140556031416404039e+03,2.890067071104832394e+03,7.209594912442578789e+03,6.225867239901452194e+03,4.057235741711946503e+03,5.121890896647680165e+03,8.431512976865999008e+03,8.438520360544662253e+03,6.639510820625993802e+03,5.898568440243650002e+03,2.347643331151743496e+03,5.739766650066890179e+03,1.763490874369764242e+03,1.316733294156690863e+04,2.031964205111903539e+03,2.150949059536187633e+03,5.644209186649100957e+03,4.187035088742355583e+03,5.479873725572027979e+03,6.820645820766148972e+03,7.272937220097516729e+03,3.921481421966175276e+03,9.026496194157212813e+03,1.093789098915098839e+04,4.365848790072113843e+03,3.475129623864936093e+03,5.892507503775088480e+03,6.527537609816507938e+03,6.665755971041422526e+03,4.699028569194506417e+03,7.826200177236080890e+03,1.360942314102114506e+04,2.245554398702856815e+03,1.659394075108655215e+03,3.943243126934978591e+03,4.164698306693397171e+03,4.021354499288465831e+03,6.733839149276735952e+03,6.939016555900376261e+03,1.044839788822678929e+04
1.713536894917586778e+03,0.000000000000000000e+00,2.015077321294516196e+03,5.808909436204140547e+03,3.883320808136351843e+03,4.496448310906629558e+03,4.562389603566407459e+03,2.202727277976589903e+03,5.893799675591966661e+03,4.910072003050840976e+03,2.741440504861333466e+03,3.806095659797067128e+03,7.115717740015386880e+03,7.122725123694049216e+03,5.323715583775378946e+03,4.739841022732724014e+03,1.607774184848240338e+03,4.423971413216278052e+03,2.853514126747269529e+03,1.185153770471629468e+04,4.815801908058671756e+02,2.203281345153840448e+03,4.066042758799103012e+03,3.059482933729784691e+03,4.352321570559455722e+03,5.311851168805495035e+03,5.694770792247519239e+03,3.890743730904271160e+03,7.517701542196557966e+03,9.810338834138417951e+03,2.787682362222114079e+03,1.896963196014936557e+03,4.314341075925091900e+03,5.211742372965893992e+03,5.349960734190808580e+03,3.383233332343892016e+03,6.510404940385466944e+03,1.229362790417053111e+04,1.375415782436868767e+03,2.672276982851497905e+03,3.203373980631474296e+03,2.655903654732742780e+03,2.893802344275895393e+03,5.225044497316082015e+03,5.360850128050379681e+03,8.939603236266135355e+03
3.330872558145129005e+03,2.015077321294516196e+03,0.000000000000000000e+00,4.767977173572046922e+03,3.656937356649774756e+03,2.981177046246474220e+03,3.217778240564392036e+03,4.038571595873856495e+03,3.878722354297451602e+03,2.894994681756324098e+03,7.263631835668161330e+02,1.791018338502549568e+03,5.100640418720870912e+03,5.107647802399530519e+03,3.308638262480862977e+03,2.724763701438207136e+03,2.220354721139330650e+03,2.408894091921762993e+03,4.259331764763557658e+03,9.836460383421774168e+03,1.619090691324529871e+03,3.517202545916506551e+03,3.546996964098150784e+03,4.237579395039852898e+03,5.458217034566593611e+03,5.236124987868901371e+03,4.587910951059870968e+03,5.726588048801537298e+03,7.243724766647652359e+03,9.992516733680908146e+03,3.030933675229970049e+03,2.734991507082692351e+03,3.110533599225308080e+03,3.196665051671375750e+03,3.334883412896290338e+03,1.368156011049374683e+03,4.495327619090950975e+03,1.027855058287601059e+04,1.580650123558424184e+03,4.034359864652983561e+03,2.614244828294193667e+03,3.392977093357807917e+03,4.071898805585962691e+03,5.256862434515757741e+03,4.041786526140964725e+03,8.665626460717228838e+03
7.263507848322120481e+03,5.685341420472122081e+03,4.753581825691069753e+03,0.000000000000000000e+00,2.076573837202295181e+03,1.963098639169934813e+03,1.862659494102452300e+03,6.485207619733373576e+03,4.881000703544716089e+03,4.077850444673852508e+03,4.555010271342892338e+03,4.636797401944181729e+03,7.074468950274771487e+03,6.539412483806506316e+03,2.764634927271573815e+03,6.621363924960347504e+03,6.561653987556361244e+03,3.573766499322325217e+03,8.403485080151804141e+03,1.126822506482874996e+04,5.231543643210218761e+03,7.724840920317546079e+03,1.971070793179916564e+03,4.410172926752906278e+03,4.075220346175365194e+03,1.721918440994448247e+03,7.144813469684401070e+02,6.724185693403299410e+03,3.274354813065311646e+03,6.023146780098572890e+03,3.190458272114151441e+03,3.973849406732006173e+03,1.793571678468292930e+03,5.349421923239756325e+03,2.619391626359518341e+03,4.552018889560526077e+03,6.591791860449177875e+03,1.171031526428298639e+04,6.040012568241232657e+03,8.222247936256035246e+03,7.207468769073427211e+03,3.444140912831510832e+03,4.277171537433117919e+03,1.742655887641304389e+03,1.506258992530543992e+03,4.696256507134889034e+03
5.385998723770561810e+03,3.874584678636061199e+03,3.656937356649772937e+03,2.184455568058948302e+03,0.000000000000000000e+00,2.063849623581550077e+03,2.027859430302802593e+03,4.408633782531078396e+03,5.525877059044880298e+03,4.269736457860676637e+03,3.458365802301595068e+03,4.142910695133290574e+03,7.295866700322887482e+03,6.936783046101230866e+03,3.512604428688811822e+03,5.524719455919050233e+03,4.750897245720301726e+03,3.414828027074855072e+03,6.525975955600246380e+03,1.166559562712347542e+04,3.420786901374157878e+03,5.875743174006817753e+03,2.590075013181597114e+02,2.366278289684712945e+03,2.537052131621049739e+03,1.942677809641284512e+03,2.119517140198207017e+03,4.647611856201005139e+03,3.950277588420035499e+03,6.699069555453296744e+03,1.361187420978714954e+03,2.335246562795859973e+03,1.779899224117160657e+03,5.197478825103122290e+03,3.367361127776756348e+03,3.720048367680115007e+03,6.690553900692967545e+03,1.210768582657771185e+04,4.229255826405173138e+03,6.344738811704475665e+03,6.110824300032131760e+03,1.367567075629216561e+03,2.200597700230823648e+03,1.962878203964162822e+03,2.276048530016227232e+03,5.372179282489612888e+03
5.945370163941876854e+03,4.367203736091878454e+03,2.981177046246473310e+03,1.969304864493862169e+03,2.063849623581550077e+03,0.000000000000000000e+00,2.366011943179178445e+02,5.366475103945857882e+03,3.802126235562623151e+03,2.545985634378419036e+03,2.782605491898295440e+03,2.754108106214455347e+03,5.572115876840626697e+03,5.213032222618974629e+03,1.938293469995614032e+03,4.814286707952522192e+03,5.080359180506220582e+03,1.691077203592597243e+03,7.085347395771561423e+03,9.941844803641219187e+03,3.913405958829974679e+03,6.406703235937301542e+03,1.953909231029926104e+03,3.749334500204109190e+03,4.346680946044714801e+03,3.527698642402072892e+03,1.650914972430252874e+03,5.925020247013057997e+03,5.141228288663599415e+03,7.890020255696860659e+03,1.880172031107110115e+03,2.655711722351762546e+03,3.164182224980901310e+02,3.473728001620863324e+03,1.793050169083559013e+03,2.669329593830799695e+03,4.966803077210706761e+03,1.038393500309545561e+04,4.561827169804897494e+03,6.904110251875790709e+03,5.435063989628831223e+03,2.217732468923568831e+03,3.583653910750219893e+03,3.548436089048928807e+03,1.150535779302610763e+03,6.563129982733176803e+03
6.011311456601653845e+03,4.433145028751655445e+03,3.217778240564391581e+03,1.868865719426379655e+03,2.027859430302802821e+03,2.366011943179178161e+02,0.000000000000000000e+00,5.432416396605634873e+03,3.896408922375125258e+03,2.782586828696336852e+03,3.019206686216213711e+03,2.990709300532372254e+03,5.808717071158544059e+03,5.449633416936891990e+03,1.780043146101980710e+03,5.050887902270440463e+03,5.309457595835894608e+03,1.927678397910515059e+03,7.151288688431338414e+03,1.017844599795913564e+04,3.979347251489751670e+03,6.472644528597079443e+03,1.917919037751178621e+03,3.792125807319367141e+03,4.310690752765966863e+03,3.445728616773357317e+03,1.414313778112335058e+03,5.990961539672834988e+03,4.904627094345682053e+03,7.653419061378942388e+03,1.946113323766886651e+03,2.721653015011539537e+03,3.041570887527326477e+02,3.710329195938780686e+03,1.634799845189925691e+03,2.905930788148717966e+03,5.203404271528624122e+03,1.062053619741337207e+04,4.787816176520766021e+03,6.970051544535567700e+03,5.671665183946749494e+03,2.283673761583345822e+03,3.626445217865477844e+03,3.497528102354656767e+03,9.139345849846928331e+02,6.326528788415258532e+03
2.891869729320066199e+03,2.165433803323957363e+03,4.001278121221225319e+03,6.593089350590025788e+03,4.408633782531076577e+03,5.366475103945855153e+03,5.432416396605633054e+03,0.000000000000000000e+00,7.573171453118902718e+03,6.574872673947228577e+03,4.727641304788040543e+03,5.662336850364335078e+03,9.101918539942094867e+03,8.939741347102384680e+03,6.817803587055488606e+03,6.726041822659430181e+03,3.545540535145151352e+03,6.088772084112665652e+03,2.471014644395237610e+03,1.366855392812462742e+04,2.530369788113724553e+03,3.415299285442082237e+03,4.667641283849235151e+03,2.734217610252665054e+03,3.305576217095893753e+03,5.597811767976337251e+03,6.505500453990659480e+03,1.722929702221931620e+03,7.792574129243574134e+03,8.763593480674857346e+03,3.624803670059422529e+03,2.878959129546152781e+03,5.184367868964317495e+03,7.195844330733605602e+03,6.844048737470917331e+03,5.239474522911161330e+03,8.496605740312175840e+03,1.411064412757886384e+04,3.339568983810713235e+03,2.731414066220262612e+03,5.141140330928385993e+03,3.294774898378973376e+03,2.568537020798775757e+03,5.750357471710805839e+03,6.230876921089605275e+03,9.214475823313150613e+03
7.015211636620119862e+03,5.699416399769504096e+03,3.684339078474988582e+03,4.881000703544716089e+03,5.394535829752034260e+03,3.670785006269777114e+03,3.896408922375124803e+03,7.416081651949075422e+03,0.000000000000000000e+00,1.328726431313341891e+03,3.063011752551797144e+03,2.057515959278990977e+03,2.316094812160787114e+03,1.781038345692522171e+03,2.116365776273143183e+03,4.129448284316097670e+03,5.689793226004951066e+03,2.181103902441434457e+03,7.943670843238550333e+03,6.509850926714766501e+03,5.303429769799517089e+03,7.201541624391494224e+03,5.284595437200410743e+03,6.673799865539370330e+03,7.677367152215201713e+03,6.300334220314991398e+03,4.268919381653968230e+03,8.483243123042284424e+03,7.759232697887316135e+03,1.050802466492057283e+04,5.135657361890584980e+03,4.941190827435263600e+03,3.826829702111919232e+03,1.426649086714062832e+03,2.580079806015420218e+03,2.480378286732166089e+03,1.804449767382440768e+03,6.951941126169002928e+03,5.264989202033413676e+03,7.718698943127969869e+03,5.693192056450213386e+03,5.473217799707043923e+03,6.508119276085480124e+03,6.460626549200824229e+03,3.627160281282334381e+03,9.181134391956893523e+03
6.225867239901456742e+03,4.910072003050840976e+03,2.894994681756324553e+03,4.077850444673852053e+03,4.269736457860677547e+03,2.545985634378418581e+03,2.782586828696336397e+03,6.612166148599864755e+03,1.328726431313341891e+03,0.000000000000000000e+00,2.295208952409305766e+03,1.490467740614734339e+03,3.390939043672042317e+03,2.909811058883131864e+03,1.313215517402279374e+03,3.813556911387277978e+03,4.900448829286287037e+03,9.961532109826167698e+02,7.154326446519887213e+03,7.638623639905375057e+03,4.514085373080853969e+03,6.412197227672831104e+03,4.159796065309054029e+03,5.869884362190160573e+03,6.552567780323843181e+03,5.497183961444125998e+03,3.465769122783103739e+03,7.679327619693072847e+03,6.956082439016450735e+03,9.704874406049706522e+03,4.010857989999226902e+03,4.137275324086052933e+03,2.702030330220561154e+03,1.532568634944537962e+03,1.776929547144555727e+03,1.821717572469890001e+03,2.785626244042122835e+03,8.080713839359611484e+03,4.475644805314747828e+03,6.929354546409306749e+03,5.255153638408898587e+03,4.348418427815685391e+03,5.704203772736270366e+03,5.657476290329957919e+03,2.824010022411469890e+03,8.377984133086027214e+03
